Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE185087,RNA sequencing of slow-and fast-cycling epidermal stem cells vs hair follicle stem cells in young vs old mice,include,21,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; skin_stem_cell; skin_appendage,chronological_aging; aging_generic; young_vs_old,epidermal_sample; skin_appendage_sample,young_vs_old,,,,3,2022/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185087
GSE180484,Differentially regulated miRNAs in skin fibroblasts with constitutively active Nrf2,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,aged_skin; age_related; aging_generic; aged,skin_direct,,,,,0,2022/09/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180484
GSE194241,Age-related Huntington's disease progression modeled in directly reprogrammed patient-derived striatal neurons highlights impaired autophagy (Figure 2 and S2),exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,,,,,neurologic,0,2022/09/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194241
GSE194242,"Age- and stage-dependent degeneration of Huntington’s disease neurons is linked to declining autophagy mediated by mir-29b-3p (Figure 5, 7 and S4)",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,,,,,neurologic,0,2022/09/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194242
GSE194243,Age- and stage-dependent degeneration of Huntington’s disease neurons is linked to declining autophagy mediated by mir-29b-3p,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,neurologic,0,2022/09/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194243
GSE213223,"Expanding the prostate cancer cell line repository: insights into the first Caribbean cell line, ACRJ-PC28",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,cancer,0,2022/09/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213223
GSE210020,Nintedanib induces senolytic effect via STAT3 inhibition,exclude,7,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,age_related; aging_generic; senescence; rejuvenation,hdf,,anti_aging_intervention,,,0,2022/09/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210020
GSE195811,Genomic signature of Fanconi anemia DNA repair pathway deficiency in cancer,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,keratinocyte,,keratinocyte_sample,,,,cancer,0,2022/09/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195811
GSE183831,mRNA sequencing of skins isolated from B6;129S4-Npytm2Rpa/J homozygous mice and wildtype litter mates reveals transcriptomic changes indicative of skin inflammation associated with Npy overexpression.,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; epidermis; dermis; melanocyte; skin_appendage,skin_appendage_aging_phenotype,,,,,,0,2022/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183831
GSE197981,Innate type 2 immunity controls hair follicle commensalism by Demodex mites [2019],exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; skin_appendage,aging_generic,skin_direct,,,,,0,2022/08/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197981
GSE197982,Innate type 2 immunity controls hair follicle commensalism by Demodex mites [2021],exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; skin_appendage,aging_generic,skin_direct,,,,,0,2022/08/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197982
GSE162802,"Stat1 activation, through systemic interferon signaling, and upregulation of innate immune system receptors drives inflammaging, that is ameliorated by dietary restriction intervention [RNA-seq]",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,,,,,,0,2022/08/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162802
GSE162803,"Stat1 activation, through systemic interferon signaling, and upregulation of innate immune system receptors drives inflammaging, that is ameliorated by dietary restriction intervention",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2022/08/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162803
GSE211839,"Expression data from SQ, TRI-SQ and Tetra-SQ-treated HFDPCs",include,5,皮肤样本用于验证抗衰老或年轻化干预,exclude,实验终点是 HFDPC 毛发生长，anti-aging 仅为材料属性描述，未设置皮肤或毛囊老化模型。,evidence_adjudication,True,intrinsic_skin_aging,dermis,aging_generic; rejuvenation,dermal_papilla,,anti_aging_intervention,,,0,2022/08/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211839
GSE198675,LINE-1 antisense oligonucleotide ameliorate HGPA and WRN aging phenotype.,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; senescence; premature_aging,,,,,,0,2022/08/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198675
GSE205466,Single neonatal perturbations long-lastingly shape the transcriptome and TCR repertoire of the first wave of regulatory T cells,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2022/08/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205466
GSE202351,Tfam-deficiency mediated mitochondrial disorder affects Langerhans cell maintenance and function,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; epidermis,skin_aging; age_related; aging_generic,,,,,,1,2022/08/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202351
GSE192872,Transcriptional regulation of the thymus master regulator Foxn1 [RNAseq_AR3_vs_nude],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin_appendage,,,,,,,0,2022/08/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE192872
GSE188432,Wound healing in aged skin exhibits systems-level alterations in cellular composition and cell-cell communication,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,aged_skin_repair,skin,aged_skin; aged; young_vs_old,skin_direct,young_vs_old,,,,1,2022/08/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188432
GSE166855,Single-cell transcriptomic analysis of dermal macrophage from PDGFRa-lineage origin under atopic dermatitis,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,aged,,,,,,0,2022/07/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166855
GSE197471,Cell division drives DNA methylation loss in late-replicating domains in primary human cells [RNA-seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2022/07/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197471
GSE197512,Cell division drives DNA methylation loss in late-replicating domains in primary human cells [methylation array],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2022/07/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197512
GSE197545,Cell division drives DNA methylation loss in late-replicating domains in primary human cells,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2022/07/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197545
GSE190064,FSH-deficiency in gonadotrope-specific GATA2 knockout mice is associated with a loss of gremlin expression [snATAC-Seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2022/07/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190064
GSE199763,Age-related alterations in macrophage distribution and function impair cutaneous wound healing,include,9,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,include,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,two_stage_rule,True,aged_skin_repair,skin; cutaneous,age_related; aging_generic; aged; young_vs_old,,young_vs_old,,,,1,2022/06/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199763
GSE178115,Synergistic chemical combination for cell cycle restoration in senescent cells via FoxM1 and E2F1 activation,include,5,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,aging_generic; senescence,dermal_sample,,,,,0,2022/06/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178115
GSE206684,Transcriptional profiling of Hutchinson-Gilford Progeria syndrome fibroblasts reveals deficits in mesenchymal stem cell commitment to differentiation related to early events in endochondral ossification. [RNA-Seq],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged,,,,,systemic_premature_aging,0,2022/06/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206684
GSE165666,Transcriptional effects of YAP/TAZ knockdown in fibroblasts,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin,young_vs_old,,,,,,1,2022/06/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165666
GSE165668,YAP/TAZ activity in stromal cells prevents ageing by controlling cGAS/STING,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2022/06/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165668
GSE205395,Aging exacerbates neuromuscular junction disruption after injury that stimulates pro-inflammatory and diminishes pro-regenerative factor expression in macrophages and fibroadipogenic progenitors.,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged,,,,,,0,2022/06/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205395
GSE195707,Senolytics rescue blunted muscle hypertrophy in old mice,exclude,4,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,aging_generic; young_vs_old; senescence; rejuvenation,,,anti_aging_intervention,,,0,2022/05/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195707
GSE193386,"Transcriptome profiling reveals different expression pattern in baseline group, 0G group,and 5G group in ex vivo organ-cultured HFs.",exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,melanocyte; skin_appendage,skin_appendage_aging_phenotype; age_related; aging_generic; senescence; rejuvenation,,,anti_aging_intervention,,,0,2022/05/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193386
GSE190756,Comparative transcriptomics reveals circadian and pluripotency networks as two pillars of longevity regulation,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; rejuvenation,,,anti_aging_intervention,,,0,2022/05/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190756
GSE173385,Single-cell RNA-seq of UVB-radiated Skin Reveals Landscape of Photoaging-related Inflammation and Protection by Vitamin D,include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging,skin_direct,photoaging_model,,,,1,2022/05/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173385
GSE171035,"Global transcriptional profiles of plantar epidermal basal cells from normal diet-fed, HFD-fed, and aged mice",include,14,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis; keratinocyte,aged,skin_direct; dermal_sample,,,,,3,2022/05/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171035
GSE201447,ScRNA-seq Analysis of Whole Skin Cells from Irradiated and Naïve Mice,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_tissue,,,,,0,2022/05/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201447
GSE201451,The gene expression of co-cultured mid old cells,exclude,3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,young_vs_old; rejuvenation,hdf,,,,,0,2022/04/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201451
GSE201464,The gene expression of aged HDF cells.,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,hdf,,,,,0,2022/04/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201464
