Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE160921,miR-127-3p is an epigenetic activator of myofibroblast senescence situated within the miRNA enriched Dlk1-Dio3 imprinted domain on mouse chromosome 12 [miRNA array],exclude,1,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,cellular_senescence,skin; dermis,age_related; senescence,,,,,blood,1,2021/01/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160921
GSE164446,Gene expression changes during senenscence in primary dermal human fibroblasts,include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,dermal_sample,,,,,1,2021/01/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164446
GSE124119,Distinct types of stem cell divisions determine organ regeneration and aging in hair follicles,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,skin_appendage_aging,epidermis; skin_appendage,aging_generic; aged; young_vs_old,skin_appendage_sample,young_vs_old,,,,0,2020/12/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124119
GSE154559,NFATC2 modulates radiation toxicity in dermal fibroblasts from patients with severe side-effects of radiotherapy,exclude,7,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,aged_skin_repair,skin; dermis; dermal_fibroblast,,dermal_sample,,,,,0,2020/12/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154559
GSE156212,Effects of vitamin D on non-specific inflammatory response in aged skin.,include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin,aged_skin; aged,skin_direct,,,,,0,2020/11/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156212
GSE157932,Isosorbide di-(linoleate/oleate) stimulates pro-differentiation gene expression to restore the epidermal barrier and improve skin hydration,exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic,,,,,,0,2020/11/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157932
GSE130633,Effects of losmapimod on antigen-specific response in aged skin,include,11,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,rejuvenation_intervention,skin,aged_skin; aging_generic; aged; young_vs_old; rejuvenation,skin_direct,,,,,1,2020/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130633
GSE106940,Gene expression profile of dermis and epidermis from young and old age group,include,19,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis,aged_skin; chronological_aging; aging_generic; aged; young_vs_old,skin_tissue,young_vs_old; age_groups,,,,2,2020/11/11,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106940
GSE147146,A proprietary GMP human platelet lysate for the expansion of dermal fibroblasts for clinical applications,exclude,7,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,dermal_sample,,,,,0,2020/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147146
GSE124465,Lamin A/C promotes DNA base excision repair (human arrays),exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,aged_skin_repair,,aging_generic; premature_aging,,,,,,0,2020/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124465
GSE148221,Impact of cigarette smoke on physical-chemical and molecular proprieties of human skin in an ex vivo model,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte; skin_model,skin_aging; aging_generic,keratinocyte_sample,,,,,1,2020/09/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148221
GSE102756,Alteration of gene expression in cumulus cells reveals the role of ClpP in reproductive aging,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2020/08/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102756
GSE154890,"Ovarian senescence, transcriptomic, and epigenomic changes with aging",exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence,,,,,reproductive,0,2020/07/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154890
GSE151601,Highly accurate Skin-Specific methylome analysis algorithm as a platform to screen and validate therapeutics for healthy aging [DS2],review,6,使用皮肤来源细胞研究系统性早老疾病，需确认是否属于皮肤老化范围,include,Skin-Specific DNA methylation age predictor 的细胞传代验证子集，直接用于皮肤生物年龄测量。,evidence_adjudication,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,aging_generic,dermal_sample,,,,systemic_premature_aging,1,2020/07/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151601
GSE151602,Highly accurate Skin-Specific methylome analysis algorithm as a platform to screen and validate therapeutics for healthy aging [DS3],include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,aging_generic; young_vs_old,dermal_sample,,,,,1,2020/07/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151602
GSE151603,Highly accurate Skin-Specific methylome analysis algorithm as a platform to screen and validate therapeutics for healthy aging [DS4],review,6,使用皮肤来源细胞研究系统性早老疾病，需确认是否属于皮肤老化范围,include,Skin-Specific DNA methylation age predictor 的 senotherapeutic 干预验证子集，直接服务于皮肤老化研究。,evidence_adjudication,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,aging_generic,dermal_sample,,,,systemic_premature_aging,1,2020/07/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151603
GSE151617,Highly accurate Skin-Specific methylome analysis algorithm as a platform to screen and validate therapeutics for healthy aging,include,6,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,include,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,1,2020/07/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151617
GSE142730,Human iPSC-derived astrocytes from ALS patients with mutated C9ORF72 show increased oxidative stress and neurotoxicity,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; senescence,,,,,pluripotent,0,2020/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142730
GSE98335,SZ 95 sebocytes - OLR1 knockdown - treated with UV-oxidized PAPC,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,skin_appendage_aging,skin; cutaneous; keratinocyte; skin_appendage,skin_aging; chronological_aging; aging_generic,,,,,,0,2020/04/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98335
GSE136654,KSHV Requires vCyc to Overcome Replicative Senescence in Primary Human Lymphatic Endothelial Cells,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,replicative_aging,,,,0,2020/04/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136654
GSE140758,Synergistic targeting of estrogen-receptor positive breast cancers by MDM2 inhibition in combination with endocrine therapy or CDK4/6 inhibition,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,cancer,0,2020/04/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140758
GSE130973,Single-cell transcriptomes of the aging human skin reveal loss of fibroblast priming,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,skin_aging; chronological_aging; age_related; aging_generic; young_vs_old,skin_direct,young_vs_old,,,,2,2020/03/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130973
GSE137176,Time-driven molding of the epidermal stem cell transcriptome,include,13,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,aging_generic,skin_direct; epidermal_sample,age_time_course,,,,0,2020/01/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137176
GSE131594,Treatment-induced tumor dormancy through YAP-mediated transcriptional reprogramming of the apoptotic pathway [DMSO vs DORMANT],exclude,-3,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer,0,2020/01/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131594
GSE131601,Treatment-induced tumor dormancy through YAP-mediated transcriptional reprogramming of the apoptotic pathway [YAP1 KO vs CTRL],exclude,-3,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer,0,2020/01/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131601
GSE131687,Treatment-induced tumor dormancy through YAP-mediated transcriptional reprogramming of the apoptotic pathway [ChIP + ATAC],exclude,-3,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer,0,2020/01/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131687
GSE138693,Treatment-induced tumor dormancy through YAP-mediated transcriptional reprogramming of the apoptotic pathway [scRNASeq],exclude,-3,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer,0,2020/01/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138693
GSE124901,Functional stem cell aging dictated by skin tissue microenvironment,include,13,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,aged_skin_repair,skin; epidermis; dermis; skin_appendage,aged_skin; age_related; aging_generic; aged; young_vs_old,skin_direct; skin_appendage_sample,young_vs_old,,,,0,2019/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124901
GSE138837,Next Generation Sequencing Facilitates Quantitative Analysis of human umbilical vein endothelial cell(HUVEC) with and without treatment of CHIR99021+FGF1,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2019/10/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138837
GSE128780,"Mitofusin 2 is essential for oocyte and follicle development, and to maintain ovarian follicular reserve during reproductive aging [GV]",exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2019/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128780
GSE128808,"Mitofusin 2 is essential for oocyte and follicle development, and to maintain ovarian follicular reserve during reproductive aging [SFO]",exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2019/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128808
GSE128843,"Mitofusin 2 is essential for oocyte and follicle development, and to maintain ovarian follicular reserve during reproductive aging",exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2019/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128843
GSE133338,"The zingerone analog, acetyl zingerone, bolsters matrisome synthesis, inhibits MMPs, and represses IL-17A target gene expression [Experiment 1]",exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,skin; epidermis; keratinocyte,skin_aging; aging_generic; senescence,,,aged_skin_treatment,,,1,2019/09/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133338
GSE133339,"The zingerone analog, acetyl zingerone, bolsters matrisome synthesis, inhibits MMPs, and represses IL-17A target gene expression [Experiment 2]",exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,skin; epidermis; keratinocyte,skin_aging; aging_generic; senescence,,,aged_skin_treatment,,,1,2019/09/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133339
GSE137083,PML2‐mediated thread‐like nuclear bodies mark late senescence in Hutchinson–Gilford progeria syndrome [RNA-seq],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence; premature_aging,,,,,systemic_premature_aging,0,2019/09/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137083
GSE137084,PML2‐mediated thread‐like nuclear bodies mark late senescence in Hutchinson–Gilford progeria syndrome [ChIP-seq],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence; premature_aging,,,,,systemic_premature_aging,0,2019/09/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137084
